AvgTicketPrice,Cancelled,timestamp,OriginWeather,OriginRegion,OriginLocation,OriginCountry,OriginCityName,OriginAirportID,Origin,"hour_of_day",FlightTimeMin,FlightTimeHour,FlightNum,FlightDelayType,FlightDelayMin,FlightDelay,DistanceMiles,DistanceKilometers,DestWeather,DestRegion,DestLocation,DestCountry,DestCityName,DestAirportID,Dest,dayOfWeek,Carrier
"$809.67",false,"Jan 12, 2022 @ 22:56:16.000",Hail,"SE-BD","{
  ""coordinates"": [
    12.2388889,
    41.8002778
  ],
  ""type"": ""Point""
}",IT,Rome,FCO,"Leonardo da Vinci - Fiumicino Airport",20,"780.121","13.002011060998933",7ZKPXXG,"No Delay",0,false,"5,816.934","9,361.448",Cloudy,"SE-BD","{
  ""coordinates"": [
    141.6920013,
    42.77519989
  ],
  ""type"": ""Point""
}",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport",2,"Kibana Airlines"
"$516.51",false,"Jan 12, 2022 @ 22:49:10.000",Sunny,"ES-CT","{
  ""coordinates"": [
    2.078459978,
    41.29710007
  ],
  ""type"": ""Point""
}",ES,Barcelona,BCN,"Barcelona International Airport",20,"561.006","9.350098428132839",FDQP79F,"No Delay",0,false,"4,880.301","7,854.083","Damaging Wind","CA-AB","{
  ""coordinates"": [
    -113.5800018,
    53.30970001
  ],
  ""type"": ""Point""
}",CA,Edmonton,CYEG,"Edmonton International Airport",2,"Kibana Airlines"
"$659.6",false,"Jan 12, 2022 @ 22:41:09.000",Rain,"DE-BE","{
  ""coordinates"": [
    13.2877,
    52.5597
  ],
  ""type"": ""Point""
}",DE,Berlin,TXL,"Berlin-Tegel Airport",20,"390.326","6.505435276097997",J8I998W,"No Delay",0,false,"4,608.21","7,416.196",Hail,"SE-BD","{
  ""coordinates"": [
    103.9469986,
    30.57850075
  ],
  ""type"": ""Point""
}",CN,Chengdu,CTU,"Chengdu Shuangliu International Airport",2,"Kibana Airlines"
"$783.42",false,"Jan 12, 2022 @ 22:34:25.000",Sunny,"FR-J","{
  ""coordinates"": [
    2.549999952,
    49.01279831
  ],
  ""type"": ""Point""
}",FR,Paris,CDG,"Charles de Gaulle International Airport",20,"677.591","11.2931815352916",W0QHE8Y,"Security Delay",240,true,"4,350.502","7,001.454","Heavy Fog","SE-BD","{
  ""coordinates"": [
    72.86789703,
    19.08869934
  ],
  ""type"": ""Point""
}",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport",2,"ES-Air"
"$177.24",false,"Jan 12, 2022 @ 22:33:24.000","Damaging Wind","IT-25","{
  ""coordinates"": [
    8.72811,
    45.6306
  ],
  ""type"": ""Point""
}",IT,Milan,MI12,"Malpensa International Airport",20,"248.083","4.1347139302985",JH9FK51,"Carrier Delay",240,true,"60.269","96.994",Rain,"IT-21","{
  ""coordinates"": [
    7.64963,
    45.200802
  ],
  ""type"": ""Point""
}",IT,Torino,TO11,"Turin Airport",2,"Kibana Airlines"
"$662.68",false,"Jan 12, 2022 @ 22:33:14.000",Sunny,"SE-BD","{
  ""coordinates"": [
    126.4509964,
    37.46910095
  ],
  ""type"": ""Point""
}",KR,Seoul,ICN,"Incheon International Airport",20,"421.216","7.020258798489596",ZVSN9I7,"No Delay",0,false,"3,925.968","6,318.233",Clear,"RU-MUR","{
  ""coordinates"": [
    33.46390152,
    68.15180206
  ],
  ""type"": ""Point""
}",RU,Olenegorsk,XLMO,"Olenya Air Base",2,"Kibana Airlines"
"$789.17",true,"Jan 12, 2022 @ 22:32:09.000","Thunder & Lightning","GB-ENG","{
  ""coordinates"": [
    -0.461941,
    51.4706
  ],
  ""type"": ""Point""
}",GB,London,LHR,"London Heathrow Airport",20,"617.48","10.291337232168368",28VHA4C,"No Delay",0,false,"5,755.267","9,262.203",Rain,"SE-BD","{
  ""coordinates"": [
    121.8050003,
    31.14340019
  ],
  ""type"": ""Point""
}",CN,Shanghai,PVG,"Shanghai Pudong International Airport",2,JetBeats
"$812.17",true,"Jan 12, 2022 @ 22:18:42.000",Cloudy,"SE-BD","{
  ""coordinates"": [
    72.86789703,
    19.08869934
  ],
  ""type"": ""Point""
}",IN,Mumbai,BOM,"Chhatrapati Shivaji International Airport",20,"1,092.216","18.203597149669527",Y70AN4T,"No Delay",0,false,"8,822.729","14,198.806","Thunder & Lightning","US-MS","{
  ""coordinates"": [
    -89.07009888,
    30.40730095
  ],
  ""type"": ""Point""
}",US,Gulfport,GPT,"Gulfport Biloxi International Airport",2,"ES-Air"
"$373.71",false,"Jan 12, 2022 @ 22:17:41.000",Clear,"SE-BD","{
  ""coordinates"": [
    -70.78579712,
    -33.39300156
  ],
  ""type"": ""Point""
}",CL,Santiago,SCL,"Comodoro Arturo Merino Benitez International Airport",20,"908.208","15.136795312443272",IGUG9FQ,"Late Aircraft Delay",60,true,"7,378.726","11,874.908",Cloudy,"IT-62","{
  ""coordinates"": [
    12.2388889,
    41.8002778
  ],
  ""type"": ""Point""
}",IT,Rome,RM11,"Leonardo da Vinci___Fiumicino Airport",2,"Kibana Airlines"
"$944.38",false,"Jan 12, 2022 @ 22:13:37.000",Cloudy,"SE-BD","{
  ""coordinates"": [
    136.8049927,
    34.85839844
  ],
  ""type"": ""Point""
}",JP,Tokoname,NGO,"Chubu Centrair International Airport",20,"485.161","8.086014011953726",SHFS98M,"No Delay",0,false,"4,823.44","7,762.573","Heavy Fog","SE-BD","{
  ""coordinates"": [
    151.177002,
    -33.94609833
  ],
  ""type"": ""Point""
}",AU,Sydney,SYD,"Sydney Kingsford Smith International Airport",2,"Logstash Airways"
"$710.23",true,"Jan 12, 2022 @ 22:13:06.000","Heavy Fog","SE-BD","{
  ""coordinates"": [
    153.1170044,
    -27.38419914
  ],
  ""type"": ""Point""
}",AU,Brisbane,BNE,"Brisbane International Airport",20,"1,431.739","23.862320470519307",9A2URYB,"No Delay",0,false,"9,786.057","15,749.132","Thunder & Lightning","US-ME","{
  ""coordinates"": [
    -70.30930328,
    43.64619827
  ],
  ""type"": ""Point""
}",US,Portland,PWM,"Portland International Jetport Airport",2,"Logstash Airways"
"$670.86",false,"Jan 12, 2022 @ 22:09:11.000",Clear,"US-MS","{
  ""coordinates"": [
    -89.07009888,
    30.40730095
  ],
  ""type"": ""Point""
}",US,Gulfport,GPT,"Gulfport Biloxi International Airport",20,"119.545","1.9924108830971052",WIOA0KM,"No Delay",0,false,"1,411.351","2,271.348",Rain,"CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",2,JetBeats
"$538.26",false,"Jan 12, 2022 @ 22:07:56.000",Cloudy,"US-MS","{
  ""coordinates"": [
    -90.07589722,
    32.31119919
  ],
  ""type"": ""Point""
}",US,Jackson,JAN,"Jackson-Medgar Wiley Evers International Airport",20,"472.63","7.877159201361867",4WVNEI3,"No Delay",0,false,"5,286.211","8,507.332",Cloudy,"AT-9","{
  ""coordinates"": [
    16.56970024,
    48.11029816
  ],
  ""type"": ""Point""
}",AT,Vienna,VIE,"Vienna International Airport",2,JetBeats
"$365.87",false,"Jan 12, 2022 @ 22:03:58.000",Sunny,"RU-AMU","{
  ""coordinates"": [
    128.445007,
    51.169997
  ],
  ""type"": ""Point""
}",RU,Belogorsk,XHBU,"Ukrainka Air Base",20,"499.867","8.331110595724544",A250HDL,"No Delay",0,false,"4,969.644","7,997.866","Heavy Fog","CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",2,"Logstash Airways"
"$152.33",false,"Jan 12, 2022 @ 22:02:44.000",Cloudy,"US-CO","{
  ""coordinates"": [
    -104.6729965,
    39.86169815
  ],
  ""type"": ""Point""
}",US,Denver,DEN,"Denver International Airport",20,"103.433","1.7238860413197727",4OCICAQ,"No Delay",0,false,"835.515","1,344.631",Rain,"US-WA","{
  ""coordinates"": [
    -117.5339966,
    47.61989975
  ],
  ""type"": ""Point""
}",US,Spokane,GEG,"Spokane International Airport",2,"Logstash Airways"
"$874.67",false,"Jan 12, 2022 @ 22:02:40.000",Sunny,"SE-BD","{
  ""coordinates"": [
    144.843002,
    -37.673302
  ],
  ""type"": ""Point""
}",AU,Melbourne,MEL,"Melbourne International Airport",20,"752.274","12.537897820734516",JWPZ8WO,"No Delay",0,false,"9,816.268","15,797.751",Rain,"IT-72","{
  ""coordinates"": [
    14.2908,
    40.886002
  ],
  ""type"": ""Point""
}",IT,Naples,NA01,"Naples International Airport",2,"Kibana Airlines"
"$494.35",false,"Jan 12, 2022 @ 22:00:01.000","Thunder & Lightning","SE-BD","{
  ""coordinates"": [
    -77.114304,
    -12.0219
  ],
  ""type"": ""Point""
}",PE,Lima,LIM,"Jorge Chavez International Airport",20,"682.627","11.377117193039355",3TXCCN8,"No Delay",0,false,"6,786.636","10,922.032",Rain,"SE-BD","{
  ""coordinates"": [
    28.246,
    -26.1392
  ],
  ""type"": ""Point""
}",ZA,Johannesburg,JNB,"OR Tambo International Airport",2,"Logstash Airways"
"$559.47",false,"Jan 12, 2022 @ 21:49:20.000","Damaging Wind","US-IA","{
  ""coordinates"": [
    -93.6631012,
    41.5340004
  ],
  ""type"": ""Point""
}",US,"Des Moines",DSM,"Des Moines International Airport",19,"314.039","5.233986415794726",9002C8A,"Carrier Delay",210,true,"1,034.351","1,664.627","Thunder & Lightning","CA-QC","{
  ""coordinates"": [
    -73.74079895,
    45.47060013
  ],
  ""type"": ""Point""
}",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport",2,"ES-Air"
"$446.43",false,"Jan 12, 2022 @ 21:42:34.000",Clear,"IT-45","{
  ""coordinates"": [
    11.2887,
    44.5354
  ],
  ""type"": ""Point""
}",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport",19,"287.775","4.796244000225463",5YPI3F9,"Late Aircraft Delay",195,true,"864.712","1,391.62",Rain,"GB-ENG","{
  ""coordinates"": [
    -2.274950027,
    53.35369873
  ],
  ""type"": ""Point""
}",GB,Manchester,MAN,"Manchester Airport",2,"Logstash Airways"
"$396.91",false,"Jan 12, 2022 @ 21:39:34.000","Heavy Fog","EC-P","{
  ""coordinates"": [
    -78.3575,
    -0.129166667
  ],
  ""type"": ""Point""
}",EC,Quito,UIO,"Mariscal Sucre International Airport",19,"787.522","13.125359199616241",4XJ8XMR,"Late Aircraft Delay",315,true,"3,229.724","5,197.737",Clear,"US-MN","{
  ""coordinates"": [
    -93.22180176,
    44.88199997
  ],
  ""type"": ""Point""
}",US,Minneapolis,MSP,"Minneapolis-St Paul International/Wold-Chamberlain Airport",2,"Logstash Airways"
"$584.49",false,"Jan 12, 2022 @ 21:39:18.000","Damaging Wind","US-FL","{
  ""coordinates"": [
    -80.29060364,
    25.79319954
  ],
  ""type"": ""Point""
}",US,Miami,MIA,"Miami International Airport",19,"449.598","7.493299413776185",VXCKZYW,"No Delay",0,false,"5,307.977","8,542.361",Hail,"IT-72","{
  ""coordinates"": [
    14.2908,
    40.886002
  ],
  ""type"": ""Point""
}",IT,Naples,NA01,"Naples International Airport",2,"Kibana Airlines"
"$533.41",false,"Jan 12, 2022 @ 21:38:58.000",Sunny,"US-CA","{
  ""coordinates"": [
    -122.375,
    37.61899948
  ],
  ""type"": ""Point""
}",US,"San Francisco",SFO,"San Francisco International Airport",19,"121.146","2.0190946155907143",H6X3DKF,"No Delay",0,false,"1,505.529","2,422.914",Hail,"CA-MB","{
  ""coordinates"": [
    -97.23989868,
    49.90999985
  ],
  ""type"": ""Point""
}",CA,Winnipeg,YWG,"Winnipeg / James Armstrong Richardson International Airport",2,"Kibana Airlines"
"$218.85",true,"Jan 12, 2022 @ 21:38:47.000",Clear,"IT-34","{
  ""coordinates"": [
    12.1944,
    45.648399
  ],
  ""type"": ""Point""
}",IT,Treviso,TV01,"Treviso-Sant'Angelo Airport",19,"6.225","0.10374551585380026",UPG4786,"No Delay",0,false,"65.754","105.82","Damaging Wind","IT-34","{
  ""coordinates"": [
    10.8885,
    45.395699
  ],
  ""type"": ""Point""
}",IT,Verona,VR10,"Verona Villafranca Airport",2,"Logstash Airways"
"$496.32",false,"Jan 12, 2022 @ 21:37:28.000",Clear,"SE-BD","{
  ""coordinates"": [
    78.42985535,
    17.23131752
  ],
  ""type"": ""Point""
}",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport",19,"209.776","3.4962605255086645",9P2VC8V,"No Delay",0,false,"2,215.925","3,566.186","Heavy Fog","SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",2,JetBeats
"$512.13",false,"Jan 12, 2022 @ 21:29:14.000","Damaging Wind","IT-52","{
  ""coordinates"": [
    10.3927,
    43.683899
  ],
  ""type"": ""Point""
}",IT,Pisa,PI05,"Pisa International Airport",19,"762.844","12.714068044305867",2FZI24C,"No Delay",0,false,"5,688.112","9,154.129",Cloudy,"SE-BD","{
  ""coordinates"": [
    121.3359985,
    31.19790077
  ],
  ""type"": ""Point""
}",CN,Shanghai,SHA,"Shanghai Hongqiao International Airport",2,"ES-Air"
"$608.65",false,"Jan 12, 2022 @ 21:21:41.000",Cloudy,"SE-BD","{
  ""coordinates"": [
    138.531006,
    -34.945
  ],
  ""type"": ""Point""
}",AU,Adelaide,ADL,"Adelaide International Airport",19,"500.107","8.335118834301714",QW31TAU,"Carrier Delay",90,true,"5,351.404","8,612.25",Sunny,"SE-BD","{
  ""coordinates"": [
    141.6920013,
    42.77519989
  ],
  ""type"": ""Point""
}",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport",2,"Kibana Airlines"
"$974.98",false,"Jan 12, 2022 @ 21:19:42.000",Hail,"SE-BD","{
  ""coordinates"": [
    31.11972222,
    -29.61444444
  ],
  ""type"": ""Point""
}",ZA,Durban,DUR,"King Shaka International Airport",19,"804.378","13.406295893595106",LDY97FA,"No Delay",0,false,"5,497.989","8,848.155","Thunder & Lightning","DE-BY","{
  ""coordinates"": [
    11.7861,
    48.353802
  ],
  ""type"": ""Point""
}",DE,Munich,MUC,"Munich Airport",2,"Logstash Airways"
"$774.32",false,"Jan 12, 2022 @ 21:09:40.000",Rain,"IT-45","{
  ""coordinates"": [
    11.2887,
    44.5354
  ],
  ""type"": ""Point""
}",IT,Bologna,BO08,"Bologna Guglielmo Marconi Airport",19,"477.642","7.9607013863932785",19LLQTL,"No Delay",0,false,"5,639.067","9,075.199",Sunny,"SE-BD","{
  ""coordinates"": [
    121.8050003,
    31.14340019
  ],
  ""type"": ""Point""
}",CN,Shanghai,PVG,"Shanghai Pudong International Airport",2,JetBeats
"$639.29",false,"Jan 12, 2022 @ 21:09:10.000",Rain,"SE-BD","{
  ""coordinates"": [
    141.6920013,
    42.77519989
  ],
  ""type"": ""Point""
}",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport",19,"728.792","12.146534652053665",ONPITJ1,"Carrier Delay",240,true,"3,948.377","6,354.297",Clear,"RU-MUR","{
  ""coordinates"": [
    33.46390152,
    68.15180206
  ],
  ""type"": ""Point""
}",RU,Olenegorsk,XLMO,"Olenya Air Base",2,"Kibana Airlines"
"$662.28",false,"Jan 12, 2022 @ 21:02:12.000",Cloudy,"US-SC","{
  ""coordinates"": [
    -82.21890259,
    34.89569855
  ],
  ""type"": ""Point""
}",US,Greenville,GSP,"Greenville Spartanburg International Airport",19,"80.978","1.3496274904231902",K54EPNW,"No Delay",0,false,"855.392","1,376.62",Cloudy,"CA-QC","{
  ""coordinates"": [
    -73.74079895,
    45.47060013
  ],
  ""type"": ""Point""
}",CA,Montreal,YUL,"Montreal / Pierre Elliott Trudeau International Airport",2,"Kibana Airlines"
"$946.88",false,"Jan 12, 2022 @ 20:54:04.000",Rain,"US-WI","{
  ""coordinates"": [
    -87.89659882,
    42.94720078
  ],
  ""type"": ""Point""
}",US,Milwaukee,MKE,"General Mitchell International Airport",18,"349.395","5.823241879725343",EQR8EFE,"No Delay",0,false,"3,907.866","6,289.101",Cloudy,"GB-ENG","{
  ""coordinates"": [
    -0.461941,
    51.4706
  ],
  ""type"": ""Point""
}",GB,London,LHR,"London Heathrow Airport",2,"Kibana Airlines"
"$321.8",false,"Jan 12, 2022 @ 20:50:06.000","Thunder & Lightning","SE-BD","{
  ""coordinates"": [
    78.42985535,
    17.23131752
  ],
  ""type"": ""Point""
}",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport",18,"959.884","15.998064803658998",0WDX1CD,"No Delay",0,false,"8,350.219","13,438.374",Clear,"US-VA","{
  ""coordinates"": [
    -77.31970215,
    37.50519943
  ],
  ""type"": ""Point""
}",US,Richmond,RIC,"Richmond International Airport",2,"ES-Air"
"$425.29",false,"Jan 12, 2022 @ 20:36:17.000","Heavy Fog","US-IL","{
  ""coordinates"": [
    -89.835197,
    38.5452
  ],
  ""type"": ""Point""
}",US,Belleville,BLV,"Scott AFB/Midamerica Airport",18,"1,303.599","21.726646630839443",7M3QV1W,"Late Aircraft Delay",240,true,"7,269.786","11,699.587",Sunny,"SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",2,"Kibana Airlines"
"$790.85",false,"Jan 12, 2022 @ 20:22:55.000",Rain,"IT-82","{
  ""coordinates"": [
    13.091,
    38.175999
  ],
  ""type"": ""Point""
}",IT,Palermo,PA03,"Falcone Borsellino Airport",18,"804.162","13.402699155237093",HOQEYVZ,"No Delay",0,false,"5,996.197","9,649.943","Heavy Fog","SE-BD","{
  ""coordinates"": [
    141.6920013,
    42.77519989
  ],
  ""type"": ""Point""
}",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport",2,"Kibana Airlines"
"$799.94",false,"Jan 12, 2022 @ 20:18:01.000",Sunny,"SE-BD","{
  ""coordinates"": [
    -58.5358,
    -34.8222
  ],
  ""type"": ""Point""
}",AR,"Buenos Aires",EZE,"Ministro Pistarini International Airport",18,"929.332","15.4888724916482",E0935BH,"Security Delay",315,true,"5,725.926","9,214.985",Sunny,"US-AZ","{
  ""coordinates"": [
    -110.9410019,
    32.11610031
  ],
  ""type"": ""Point""
}",US,Tucson,TUS,"Tucson International Airport",2,"Logstash Airways"
"$566.93",false,"Jan 12, 2022 @ 20:18:01.000",Rain,"FR-J","{
  ""coordinates"": [
    2.549999952,
    49.01279831
  ],
  ""type"": ""Point""
}",FR,Paris,CDG,"Charles de Gaulle International Airport",18,"388.698","6.478306190012655",K3KDXJ3,"No Delay",0,false,"4,830.52","7,773.967",Rain,"RU-AMU","{
  ""coordinates"": [
    128.445007,
    51.169997
  ],
  ""type"": ""Point""
}",RU,Belogorsk,XHBU,"Ukrainka Air Base",2,"Logstash Airways"
"$110.37",false,"Jan 12, 2022 @ 20:10:55.000","Heavy Fog","SE-BD","{
  ""coordinates"": [
    140.3860016,
    35.76470184
  ],
  ""type"": ""Point""
}",JP,Tokyo,NRT,"Narita International Airport",18,"43.689","0.7281473078496931",TYMB041,"No Delay",0,false,"488.646","786.399",Hail,"SE-BD","{
  ""coordinates"": [
    141.6920013,
    42.77519989
  ],
  ""type"": ""Point""
}",JP,"Chitose / Tomakomai",CTS,"New Chitose Airport",2,"Logstash Airways"
"$952.37",false,"Jan 12, 2022 @ 20:07:41.000",Cloudy,"IT-82","{
  ""coordinates"": [
    15.0664,
    37.466801
  ],
  ""type"": ""Point""
}",IT,Catania,CT03,"Catania-Fontanarossa Airport",18,"921.494","15.358237760719685",IR4C3Y8,"Carrier Delay",345,true,"5,015.037","8,070.92",Rain,"SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",2,"Logstash Airways"
"$820.97",true,"Jan 12, 2022 @ 20:06:43.000","Heavy Fog","SE-BD","{
  ""coordinates"": [
    77.103104,
    28.5665
  ],
  ""type"": ""Point""
}",IN,"New Delhi",DEL,"Indira Gandhi International Airport",18,"422.158","7.035971745685571",TQR4MA1,"No Delay",0,false,"3,672.438","5,910.216",Sunny,"DE-BY","{
  ""coordinates"": [
    11.7861,
    48.353802
  ],
  ""type"": ""Point""
}",DE,Munich,MUC,"Munich Airport",2,JetBeats
"$579.81",true,"Jan 12, 2022 @ 20:00:39.000","Thunder & Lightning","SE-BD","{
  ""coordinates"": [
    55.161389,
    24.896356
  ],
  ""type"": ""Point""
}",AE,"Jebel Ali",DWC,"Al Maktoum International Airport",18,"142.126","2.368774633426699",QVQ3PKW,"No Delay",0,false,"1,589.639","2,558.277",Sunny,"SE-BD","{
  ""coordinates"": [
    78.42985535,
    17.23131752
  ],
  ""type"": ""Point""
}",IN,Hyderabad,HYD,"Rajiv Gandhi International Airport",2,"Logstash Airways"
"$748.11",false,"Jan 12, 2022 @ 19:57:47.000",Sunny,"DE-NW","{
  ""coordinates"": [
    7.142739773,
    50.86589813
  ],
  ""type"": ""Point""
}",DE,Cologne,CGN,"Cologne Bonn Airport",17,"491.043","8.184045824098884",WZGW5FO,"No Delay",0,false,"4,881.917","7,856.684",Cloudy,"SE-BD","{
  ""coordinates"": [
    108.751999,
    34.447102
  ],
  ""type"": ""Point""
}",CN,"Xi'an",XIY,"Xi'an Xianyang International Airport",2,"Logstash Airways"
"$994.31",false,"Jan 12, 2022 @ 19:53:19.000",Cloudy,"CA-ON","{
  ""coordinates"": [
    -79.63059998,
    43.67720032
  ],
  ""type"": ""Point""
}",CA,Toronto,YYZ,"Lester B. Pearson International Airport",17,"207.239","3.4539851052914896",IQWAL59,"No Delay",0,false,"2,060.359","3,315.826","Heavy Fog","US-WA","{
  ""coordinates"": [
    -122.3089981,
    47.44900131
  ],
  ""type"": ""Point""
}",US,Seattle,SEA,"Seattle Tacoma International Airport",2,"ES-Air"
